user_id, qtd_mencoes, qtd_respostas, qtd_retweets, qtd_robos, tempo_longo_prazo, media_curto_prazo, desvio_curto_prazo
14769495, 0.000000, 0.000000, 0.005435, 0.000000, 0.000557, 0.000142, 0.000384
1003501151457890304, 0.000000, 0.000000, 0.006039, 0.000000, 0.751949, 0.170743, 0.124361
556420691, 0.000000, 0.000000, 0.003019, 0.000000, 0.697256, 0.356230, 0.109568
765374831466573824, 0.000000, 0.000000, 0.003019, 0.000000, 0.505135, 0.258075, 0.097525
870994122408067072, 0.000000, 0.044776, 0.000000, 0.000000, 0.275662, 0.112669, 0.179217
206346341, 0.000000, 0.000000, 0.001812, 0.200000, 0.583843, 0.596573, 0.086126
14808350, 0.000000, 0.000000, 0.001812, 0.000000, 0.604982, 0.618174, 0.171824
932963560703123457, 0.000000, 0.029851, 0.000000, 0.000000, 0.003527, 0.002403, 0.001619
1027071976416915456, 0.000000, 0.022388, 0.000000, 0.000000, 0.093768, 0.095812, 0.058602
509518042, 0.000000, 0.000000, 0.002415, 0.000000, 0.278984, 0.190045, 0.164325
359761490, 0.000000, 0.000000, 0.001812, 0.000000, 0.536911, 0.548618, 0.111220
1660157287, 0.000000, 0.000000, 0.244565, 0.000000, 0.935018, 0.004729, 0.013503
145489349, 0.000000, 0.000000, 0.004227, 0.000000, 0.212025, 0.072216, 0.109024
820187383, 0.000000, 0.000000, 0.003019, 0.000000, 0.143642, 0.073387, 0.132089
970275445852786688, 0.000000, 0.111940, 0.000000, 0.000000, 0.475769, 0.069449, 0.106435
950073562177687552, 0.000000, 0.022388, 0.000000, 0.000000, 0.093503, 0.095542, 0.065134
977768845799653376, 0.000000, 0.104478, 0.000000, 0.000000, 0.635386, 0.099883, 0.241386
1544629650, 0.000000, 0.000000, 0.001812, 0.000000, 0.660714, 0.675121, 0.098020
217445394, 0.000000, 0.000000, 0.003019, 0.000000, 0.660739, 0.337573, 0.436274
3135666467, 0.000000, 0.000000, 0.007246, 0.000000, 0.820283, 0.152394, 0.208955
